FECHA DE CORTE,FK_FUE_FINANCIAMIENTO,VC_RUC_ENTIDAD,CH_VIATICOS_TIPO,CH_VIATICOS_RUTA,VC_VIATICOS_AREA,UUID,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,DT_VIATICOS_FECHAS,VIATICOS_FECHAS_RETORNO,VC_VIATICOS_RUTA,VC_VIATICOS_AUTORIZACION,DC_VIATICOS_COSTO_PASAJES_N,DC_VIATICOS_VIA_N,DC_VIATICOS_TOTAL_N,VC_VIATICOS_RESOLUCION
20230717,9,20145496170,1,2,OFICINA DE SECRETARIA GENERAL,YE3j3u3DU6q0b,PUNO,PUNO,PUNO,210101,20170717,20170717,PUNO-LIMA-PUNO,OFICIO 027-2017-UGYT-SG-UNA,1000.0,0.0,1000.0,OFICIO 027-2017-UGYT-SG-UNA
20230717,9,20145496170,1,2,OFICINA DE SECRETARIA GENERAL,gH1K0K5mV6V9r,PUNO,PUNO,PUNO,210101,20170717,20170717,PUNO-LIMA-PUNO,OFICIO 027-2017-UGYT-SG-UNA,1000.0,0.0,1000.0,OFICIO 027-2017-UGYT-SG-UNA
20230717,9,20145496170,1,2,OFICINA DE SECRETARIA GENERAL,qs7K3r0BF0J3z,PUNO,PUNO,PUNO,210101,20170719,20170719,PUNO-MAJES-PUNO,OFICIO 179-2017-J-OGAJ-UNA-PUNO,250.0,0.0,250.0,OFICIO 179-2017-J-OGAJ-UNA-PUNO
20230717,9,20145496170,1,2,OFICINA DE IMAGEN INSTITUCIONAL,nI1y9O5TM8j3V,PUNO,PUNO,PUNO,210101,20170731,20170731,PUNO-LIMA-PUNO,PLANILLA AUTORIZACION DE VIAJE/AUTORIZA TITULAR ENTIDAD,930.0,0.0,930.0,PLANILLA AUTORIZACION DE VIAJE/AUTORIZA TITULAR ENTIDAD
20230717,9,20145496170,1,2,OFICINA DE IMAGEN INSTITUCIONAL,aE1F0r8BZ5j6n,PUNO,PUNO,PUNO,210101,20170731,20170731,PUNO-LIMA-PUNO,PLANILLA AUTORIZACION DE VIAJE/AUTORIZA TITULAR ENTIDAD,930.0,0.0,930.0,PLANILLA AUTORIZACION DE VIAJE/AUTORIZA TITULAR ENTIDAD
20230717,9,20145496170,1,2,OFICINA DE IMAGEN INSTITUCIONAL,iH4p6H4gZ9T6M,PUNO,PUNO,PUNO,210101,20170731,20170731,PUNO-LIMA-PUNO,PLANILLA AUTORIZACIO DE VIAJEA/AUTORIZA TITULAR ENTIDAD,1210.0,0.0,1210.0,PLANILLA AUTORIZACIO DE VIAJEA/AUTORIZA TITULAR ENTIDAD
20230717,9,20145496170,1,2,CIPBS MAJES,mU7r0j6iI4c2L,PUNO,PUNO,PUNO,210101,20170719,20170719,PUNO-AREQUIPA-PUNO,OFICIO N° 179-2017-J-OGAJ-UNA-PUNO,250.0,0.0,250.0,OFICIO N° 179-2017-J-OGAJ-UNA-PUNO
20230717,9,20145496170,1,2,RECTORADO,jD8Y3R2XC1A5n,PUNO,PUNO,PUNO,210101,20170719,20170719,PUNO-AREQUIPA-PUNO,OFICIO N° 179-2017-J-OGAJ-UNA-PUNO,250.0,0.0,250.0,OFICIO N° 179-2017-J-OGAJ-UNA-PUNO
20230717,9,20145496170,1,2,RECTORADO,jh9N8l2Gm7S8L,PUNO,PUNO,PUNO,210101,20170719,20170719,PUNO-AREQUIPA-PUNO,OFICIO N° 179-2017-J-OGAJ-UNA-PUNO,250.0,0.0,250.0,OFICIO N° 179-2017-J-OGAJ-UNA-PUNO
20230717,9,20145496170,1,2,RECTORADO,hd8T8l2cs6X3G,PUNO,PUNO,PUNO,210101,20170719,20170719,PUNO-AREQUIPA-PUNO,OFICIO N° 179-2017-J-OGAJ-UNA-PUNO,250.0,0.0,250.0,OFICIO N° 179-2017-J-OGAJ-UNA-PUNO
20230717,9,20145496170,1,2,CIPBS MAJES,zj6m1z7dP1D8w,PUNO,PUNO,PUNO,210101,20170719,20170719,PUNO-AREQUIPA-PUNO,OFICIO 179-2017-OGAJ-UNA-PUNO,350.0,0.0,350.0,OFICIO 179-2017-OGAJ-UNA-PUNO
20230717,9,20145496170,1,2,CIPBS MAJES,OK8l5S5Ty1E1T,PUNO,PUNO,PUNO,210101,20170719,20170719,PUNO-AREQUIPA-PUNO,PLANILLA AUTORIZACION DE VIAJE/AUTORIZA TITULAR ENTIDAD,250.0,0.0,250.0,PLANILLA AUTORIZACION DE VIAJE/AUTORIZA TITULAR ENTIDAD
20230717,0,20145496170,1,2,ORGANO CONTROL INSTITUCIONAL,Vw3Y7C8Ab2I3c,PUNO,PUNO,PUNO,210101,20170914,20170914,PUNO-TARAPOTO-PUNO,OFICIO 337-2017-OCI-UNA-PUNO,1200.0,0.0,1200.0,OFICIO 337-2017-OCI-UNA-PUNO
20230717,0,20145496170,1,2,ORGANO CONTROL INSTITUCIONAL,om7t7l0SS1b3u,PUNO,PUNO,PUNO,210101,20170914,20170914,PUNO-TARAPOTO-PUNO,OFICIO 337-2017-OCI-UNA,1200.0,0.0,1200.0,OFICIO 337-2017-OCI-UNA
20230717,0,20145496170,1,2,ORGANO CONTROL INSTITUCIONAL,Hx6U2u6nG5S6F,PUNO,PUNO,PUNO,210101,20170914,20170914,PUNO-TARAPOTO-PUNO,OFICIO 337-2017-OCI-UNA-PUNO,1200.0,0.0,1200.0,OFICIO 337-2017-OCI-UNA-PUNO
20230717,0,20145496170,1,2,ORGANO CONTROL INSTITUCIONAL,dJ6X2M2bb4Q1k,PUNO,PUNO,PUNO,210101,20170914,20170914,PUNO-TARAPOTO-PUNO,OFICIO 337-2017-OCI-UNA-PUNO,1200.0,0.0,1200.0,OFICIO 337-2017-OCI-UNA-PUNO
20230717,9,20145496170,1,2,COMPLEMENTACION ACADEMICA,hG0i8T3qT4U5A,PUNO,PUNO,PUNO,210101,20170801,20170801,PUNO-HUANUCO-PUNO,R. DECANATO 406-2017-D-FCEDUC-UNA,1500.0,0.0,1500.0,R. DECANATO 406-2017-D-FCEDUC-UNA
20230717,9,20145496170,1,2,OFICINA GENERAL DE CONTADURIA,LW4J8v9Qc6y5o,PUNO,PUNO,PUNO,210101,20170913,20170913,PUNO-TARAPOTO-PUNO,OFICIO 161-2017-OGC-UNA,1550.0,0.0,1550.0,OFICIO 161-2017-OGC-UNA
20230717,9,20145496170,1,2,OFICINA GENERAL DE CONTADURIA,dL6Y9i9ee9t2T,PUNO,PUNO,PUNO,210101,20170913,20170913,PUNO-TARAPOTO-PUNO,OFICIO 145-2017-OGC-UNA,1550.0,0.0,1550.0,OFICIO 145-2017-OGC-UNA
20230717,9,20145496170,1,2,MAESTRIA ECONOMIA,Qh4s5b1DE2s7h,PUNO,PUNO,PUNO,210101,20170801,20170801,PUNO-MOQUEGUA-PUNO,R.R. 2231-2017-R-UNA / INF.0915-2017-ADMC-EPG-UNA,250.0,0.0,250.0,R.R. 2231-2017-R-UNA / INF.0915-2017-ADMC-EPG-UNA
20230717,9,20145496170,1,2,MAESTRIA ECONOMIA,hu4c0E3eD3j9i,PUNO,PUNO,PUNO,210101,20170801,20170801,PUNO-MOQUEGUA-PUNO,R.R. 2231-2017-R-UNA / INF.0915-2017-ADMC-EPG-UNA,250.0,0.0,250.0,R.R. 2231-2017-R-UNA / INF.0915-2017-ADMC-EPG-UNA
20230717,0,20145496170,1,2,ESCUELA PROF. DE ING. ECONOMICA,xF9z7S6fN0e5I,PUNO,PUNO,PUNO,210101,20170801,20170801,PUNO-MOQUEGUA-PUNO,R. DECANATO 092-2017-D-FIE-UNA,300.0,0.0,300.0,R. DECANATO 092-2017-D-FIE-UNA
20230717,0,20145496170,1,2,ESCUELA PROF. EDUCACION INICIAL,RT9o3I7Nt1q7i,PUNO,PUNO,PUNO,210101,20171011,20171011,PUNO-TACNA-PUNO,R. DECANATO 569-2017-D-FCEDUC-UNA,500.0,0.0,500.0,R. DECANATO 569-2017-D-FCEDUC-UNA
20230717,0,20145496170,1,2,ESCUELA PROF. ING. ELECTRONICA,Gl4b4F1Hn5h5M,PUNO,PUNO,PUNO,210101,20170815,20170818,PUNO-CUSCO-PUNO,R. DECANAL 407-2017-D-FIMEES-UNA-P.,700.0,0.0,700.0,R. DECANAL 407-2017-D-FIMEES-UNA-P.
20230717,0,20145496170,1,2,ESCUELA PROF. CS. CONTABLES,Rv2N2g0OB0B1c,PUNO,PUNO,PUNO,210101,20170816,20170820,PUNO-ABANCAY-PUNO,R. DECANATO 259-2017-D-FCCA-UNA,1000.0,0.0,1000.0,R. DECANATO 259-2017-D-FCCA-UNA
20230717,0,20145496170,1,2,ESCUELA PROF. CS. CONTABLES,Sj9E7K5nn8d0u,PUNO,PUNO,PUNO,210101,20170816,20170820,PUNO-ABANCAY-PUNO,R. DECANAL 258-2017-D-FCCA-UNA,1000.0,0.0,1000.0,R. DECANAL 258-2017-D-FCCA-UNA
20230717,0,20145496170,1,2,ESCUELA PROF. CS. CONTABLES,aL8I2b6Qp8G1c,PUNO,PUNO,PUNO,210101,20170816,20170820,PUNO-ABANCAY-PUNO,R. DECANAL 257-2017-D-FCCA-UNA,1000.0,0.0,1000.0,R. DECANAL 257-2017-D-FCCA-UNA
20230717,0,20145496170,1,2,ESCUELA PROF. ING. ELECTRONICA,Tj7g8g5sS1j2D,PUNO,PUNO,PUNO,210101,20170812,20170820,PUNO-CUSCO-PUNO,R. DECANAL 399-2017-D-FIMEES-UNA-P.,1500.0,0.0,1500.0,R. DECANAL 399-2017-D-FIMEES-UNA-P.
20230717,0,20145496170,1,2,ESCUELA PROF. ING. ELECTRONICA,Aa8m6t6WL1F5K,PUNO,PUNO,PUNO,210101,20170812,20170820,PUNO-CUSCO-PUNO,R. DECANAL 403-2017-D-FIMEES-UNA-P.,1500.0,0.0,1500.0,R. DECANAL 403-2017-D-FIMEES-UNA-P.
20230717,0,20145496170,1,2,ESCUELA PROF. ING. ELECTRONICA,lt4J8D6Qt1j7G,PUNO,PUNO,PUNO,210101,20170812,20170820,PUNO-CUSCO-PUNO,R. DECANAL 406-2017-D-FIMEES-UNA-P.,1500.0,0.0,1500.0,R. DECANAL 406-2017-D-FIMEES-UNA-P.
20230717,0,20145496170,1,2,ESCUELA PROF. ING. ELECTRONICA,of3t5J7Yq2E5v,PUNO,PUNO,PUNO,210101,20170814,20170819,PUNO-CUSCO-PUNO,R. DECANAL 398-2017-D-FIMEES-UNA-P.,1500.0,0.0,1500.0,R. DECANAL 398-2017-D-FIMEES-UNA-P.
20230717,0,20145496170,1,2,UNIDAD DE ABASTECIMIENTO,WM9n8l6qw7m6g,PUNO,PUNO,PUNO,210101,20170914,20170917,PUNO-TARAPOTO-PUNO,CARTA 001-2017-DELL-SIAF-OA-OGGF-UNA-P/AUTORIZA JEFE INMEDIATO,1900.0,0.0,1900.0,CARTA 001-2017-DELL-SIAF-OA-OGGF-UNA-P/AUTORIZA JEFE INMEDIATO
20230717,0,20145496170,1,2,UNIDAD DE ABASTECIMIENTO,dy7O8F9dU0o3c,PUNO,PUNO,PUNO,210101,20170914,20170917,PUNO-TARAPOTO-PUNO,CARTA 001-2017-MAQH-UA-OA-OGGF-UNA/AUTORIZA JEFE INMEDIATO,1900.0,0.0,1900.0,CARTA 001-2017-MAQH-UA-OA-OGGF-UNA/AUTORIZA JEFE INMEDIATO
20230717,0,20145496170,1,2,ESCUELA PROF. ING. ELECTRONICA,vs8t6w7WV7H1t,PUNO,PUNO,PUNO,210101,20170714,20170718,PUNO-CUSCO-PUNO,R. DECANAL 404-2017-D-FIMEES-UNA-P.,1500.0,0.0,1500.0,R. DECANAL 404-2017-D-FIMEES-UNA-P.
20230717,0,20145496170,1,2,ESCUELA PROF. EDUCACION PRIMARIA,gI2p1t2kF8X8O,PUNO,PUNO,PUNO,210101,20170710,20170715,PUNO-HUANCAYO-PUNO,R. DECANATO 377-2017-D-FCEDUC-UNA,800.0,0.0,800.0,R. DECANATO 377-2017-D-FCEDUC-UNA
20230717,9,20145496170,1,2,COMPLEMENTACION ACADEMICA,MH0n4k3Vv5j7o,PUNO,PUNO,PUNO,210101,20170809,20170817,PUNO-LIMA-PUNO,R. DECANTO 420-2017-D-FCEDUC-UNA,1500.0,0.0,1500.0,R. DECANTO 420-2017-D-FCEDUC-UNA
20230717,18,20145496170,1,2,RECTORADO,VO7a3m3yJ1d8X,PUNO,PUNO,PUNO,210101,20170808,20170808,PUNO,PLANILLA AUTORIZACION DE VIAJE/AUTORIZA TITULAR ENTIDAD,150.0,0.0,150.0,PLANILLA AUTORIZACION DE VIAJE/AUTORIZA TITULAR ENTIDAD
20230717,0,20145496170,1,2,OFICINA DE COOPERACION NAC. E INTERNACIONAL,bY8W0Y7gR7M2B,PUNO,PUNO,PUNO,210101,20170810,20170812,PUNO-AREQUIPA-PUNO,OFICIO 0293-2017-OCNI-UNA/P,300.0,0.0,300.0,OFICIO 0293-2017-OCNI-UNA/P
20230717,0,20145496170,1,2,OFICINA DE COOPERACION NAC. E INTERNACIONAL,EY2b0N1II2c3p,PUNO,PUNO,PUNO,210101,20170810,20170812,PUNO-AREQUIPA-PUNO,OFICIO 0293-2017-OCNI-UNA/P,300.0,0.0,300.0,OFICIO 0293-2017-OCNI-UNA/P
20230717,9,20145496170,1,2,VICE RECTORADO ACADEMICO,vF2Q6N1oj1m5J,PUNO,PUNO,PUNO,210101,20170808,20170810,PUNO-AREQUIPA-PUNO,PLANILLA AUTORIZACION DE VIAJE/AUTORIZA TITULAR ENTIDAD,600.0,0.0,600.0,PLANILLA AUTORIZACION DE VIAJE/AUTORIZA TITULAR ENTIDAD
20230717,9,20145496170,1,2,UNIDAD DE TESORERIA,LK7y6U2sf2K2O,PUNO,PUNO,PUNO,210101,20170913,20170917,PUNO-TARAPOTO-PUNO,PLANILLA AUTORIZACION DE VIAJE/AUTORIZA TITULAR ENTIDAD,1700.0,0.0,1700.0,PLANILLA AUTORIZACION DE VIAJE/AUTORIZA TITULAR ENTIDAD
20230717,9,20145496170,1,2,UNIDAD DE TESORERIA,XP6y7U0Us5K5b,PUNO,PUNO,PUNO,210101,20170817,20170820,PUNO-ABANCAY-PUNO,PLANILLA AUTORIZACION DE VIAJE/AUTORIZA TITULAR ENTIDAD,1000.0,0.0,1000.0,PLANILLA AUTORIZACION DE VIAJE/AUTORIZA TITULAR ENTIDAD
20230717,9,20145496170,1,2,CIPBS CHUQUIBAMBILLA Y SAN JUAN DE CHUQUIBAMBILLA,At7N6E3DJ5f8R,PUNO,PUNO,PUNO,210101,20170703,20170731,PUNO-CHUQUIBAMBILLA-PUNO,R. RECTORAL 0299-2017-R-UNA,160.0,0.0,160.0,R. RECTORAL 0299-2017-R-UNA
20230717,0,20145496170,1,2,DIRECCION GENERAL DE ADMINISTRACION,GJ0s1A1yc4u2x,PUNO,PUNO,PUNO,210101,20170817,20170820,PUNO-ABANCAY-PUNO,MEMORANDO 421-2017-D-DGA-UNA,1000.0,0.0,1000.0,MEMORANDO 421-2017-D-DGA-UNA
20230717,0,20145496170,1,2,UNIDAD DE ABASTECIMIENTO,Ud7f2h9Pv8Y4I,PUNO,PUNO,PUNO,210101,20170817,20170820,PUNO-ABANCAY-PUNO,CARTA 006-2017-CRPA / AUTORIZA JEFE INMEDIATO,1000.0,0.0,1000.0,CARTA 006-2017-CRPA / AUTORIZA JEFE INMEDIATO
20230717,9,20145496170,1,2,UNIDAD DE TESORERIA,qs0B4u1xt6x7J,PUNO,PUNO,PUNO,210101,20170817,20170820,PUNO-ABANCAY-PUNO,PLANILLA AUTORIZACION DE VIAJE/AUTORIZA JEFE INMEDIATO,1000.0,0.0,1000.0,PLANILLA AUTORIZACION DE VIAJE/AUTORIZA JEFE INMEDIATO
20230717,9,20145496170,1,2,RECTORADO,vW0G2n3fn1z9R,PUNO,PUNO,PUNO,210101,20170825,20170828,PUNO-AREQUIPA-PUNO,PLANILLA DE VIAJE/AUTORIZA TITULAR DE LA ENTIDAD,1300.0,150.0,1450.0,PLANILLA DE VIAJE/AUTORIZA TITULAR DE LA ENTIDAD
20230717,9,20145496170,1,2,RECTORADO,Jq4j4r0qM4V7B,PUNO,PUNO,PUNO,210101,20170825,20170828,PUNO-AREQUIPA-PUNO,PLANILLA DE VIAJE/AUTORIZA TITULAR DE LA ENTIDAD,1300.0,150.0,1450.0,PLANILLA DE VIAJE/AUTORIZA TITULAR DE LA ENTIDAD
20230717,9,20145496170,1,2,RECTORADO,om8C8W4OC9N6V,PUNO,PUNO,PUNO,210101,20170825,20170828,PUNO-AREQUIPA-PUNO,PLANILLA DE VIAJE/AUTORIZA TITULAR DE LA ENTIDAD,1300.0,150.0,1450.0,PLANILLA DE VIAJE/AUTORIZA TITULAR DE LA ENTIDAD
20230717,9,20145496170,1,2,OFICINA GENERAL DE CONTADURIA,MR9S9u1Ue1V9e,PUNO,PUNO,PUNO,210101,20170816,20170820,PUNO-APURIMAC-PUNO,OFICIO 193-2017-OGC-UNA,1000.0,0.0,1000.0,OFICIO 193-2017-OGC-UNA
20230717,9,20145496170,1,2,OFICINA DE RECURSOS DEL APRENDIZAJE - BIBLIOTECA,eO6l2J8zF4C6r,PUNO,PUNO,PUNO,210101,20170823,20170826,PUNO-LIMA-PUNO,OFICIO 0156-2017-DURA-UNA-PUNO,1400.0,0.0,1400.0,OFICIO 0156-2017-DURA-UNA-PUNO
20230717,9,20145496170,1,2,ESCUELA DE POST GRADO,HH5I2j8MR7e7m,PUNO,PUNO,PUNO,210101,20170828,20170901,PUNO-CAJAMARCA-PUNO,R. DIRECTORAL 0989-2017-DG-EPG-UNA,2200.0,0.0,2200.0,R. DIRECTORAL 0989-2017-DG-EPG-UNA
20230717,9,20145496170,1,2,UNIDAD DE TESORERIA,Xd7X8B2lS5h0q,PUNO,PUNO,PUNO,210101,20170913,20170917,PUNO-TARAPOTO-PUNO,PLANILLA AUTORIZACION DE VIAJE/AUTORIZA JEFE INMEDIATO,1900.0,0.0,1900.0,PLANILLA AUTORIZACION DE VIAJE/AUTORIZA JEFE INMEDIATO
20230717,9,20145496170,1,2,DIRECCION UNIVERSITARIA ACADEMICA,gu4a3c0lw5t1z,PUNO,PUNO,PUNO,210101,20170923,20170924,PUNO-MALDONADO-PUNO,R. RECTORAL 2995 -2017-R-UNA,450.0,0.0,450.0,R. RECTORAL 2995 -2017-R-UNA
20230717,9,20145496170,1,2,DIRECCION UNIVERSITARIA ACADEMICA,WQ5d6U1FC3H6V,PUNO,PUNO,PUNO,210101,20170923,20170924,PUNO-MALDONADO-PUNO,R. RECTORAL 2995 -2017-R-UNA,450.0,0.0,450.0,R. RECTORAL 2995 -2017-R-UNA
20230717,9,20145496170,1,2,DIRECCION UNIVERSITARIA ACADEMICA,kL6w3u5WY0F9q,PUNO,PUNO,PUNO,210101,20170923,20170924,PUNO-MALDONADO-PUNO,R. RECTORAL 2995 -2017-R-UNA,450.0,0.0,450.0,R. RECTORAL 2995 -2017-R-UNA
20230717,9,20145496170,1,2,DIRECCION UNIVERSITARIA ACADEMICA,Mx2U4M1cD9z3J,PUNO,PUNO,PUNO,210101,20170923,20170924,PUNO-MALDONADO-PUNO,R. RECTORAL 2995 -2017-R-UNA,450.0,0.0,450.0,R. RECTORAL 2995 -2017-R-UNA
20230717,9,20145496170,1,2,DIRECCION UNIVERSITARIA ACADEMICA,pa5Z9F2vE0E9s,PUNO,PUNO,PUNO,210101,20170923,20170924,PUNO-MALDONADO-PUNO,R. RECTORAL 2995-2017-R-UNA,450.0,0.0,450.0,R. RECTORAL 2995-2017-R-UNA
20230717,9,20145496170,1,2,DIRECCION UNIVERSITARIA ACADEMICA,mB8L7N9cu2b9h,PUNO,PUNO,PUNO,210101,20170923,20170924,PUNO-MALDONADO-PUNO,R. RECTORAL 2995 -2017-R-UNA,450.0,0.0,450.0,R. RECTORAL 2995 -2017-R-UNA
20230717,9,20145496170,1,2,DIRECCION UNIVERSITARIA ACADEMICA,yX2u7M2Wp8s4f,PUNO,PUNO,PUNO,210101,20170923,20170924,PUNO-MALDONADO-PUNO,R. RECTORAL 2995 -2017-R-UNA,450.0,0.0,450.0,R. RECTORAL 2995 -2017-R-UNA
20230717,0,20145496170,1,2,ESCUELA PROF. CS. CONTABLES,lE8m5N5zI6J2h,PUNO,PUNO,PUNO,210101,20170925,20170928,PUNO-LIMA-PUNO,R. DECANAL 381-2017-D-FFCA-UNA,1000.0,0.0,1000.0,R. DECANAL 381-2017-D-FFCA-UNA
20230717,9,20145496170,1,2,UNIDAD DE TRANSPORTES,Ph6v6h1HA8C6t,PUNO,PUNO,PUNO,210101,20170923,20170927,PUNO-MALDONADO-PUNO,R. RECTORAL 2995-2017-R-UNA,450.0,0.0,450.0,R. RECTORAL 2995-2017-R-UNA
20230717,9,20145496170,1,2,UNIDAD DE TRANSPORTES,xq5j6V4JL9c7E,PUNO,PUNO,PUNO,210101,20170923,20170927,PUNO-MALDONADO-PUNO,R. RECTORAL 2995-2017-R-UNA,450.0,0.0,450.0,R. RECTORAL 2995-2017-R-UNA
20230717,0,20145496170,1,2,ESCUELA PROF. NUTRICION HUMANA,xI8G5H0Ba3f2z,PUNO,PUNO,PUNO,210101,20170927,20170930,PUNO-CUSCO-PUNO,R. DECANATO 0303-2017-D-FCDS-UNA-P.,600.0,0.0,600.0,R. DECANATO 0303-2017-D-FCDS-UNA-P.
20230717,0,20145496170,1,2,OFICINA GENERAL DE BIENESTAR UNIVERSITARIO,Jq9d0j7ba4A3b,PUNO,PUNO,PUNO,210101,20171002,20171007,PUNO-LIMA-PUNO,OFICIO 299-2017-J-OGBU-UNA-PUNO,1250.0,0.0,1250.0,OFICIO 299-2017-J-OGBU-UNA-PUNO
20230717,0,20145496170,1,2,OFICINA GENERAL DE BIENESTAR UNIVERSITARIO,ph4g1w6wD8J0o,PUNO,PUNO,PUNO,210101,20171004,20171009,PUNO-LIMA-PUNO,OFICIO 299-2017-J-OGBU-UNA-PUNO,1250.0,0.0,1250.0,OFICIO 299-2017-J-OGBU-UNA-PUNO
20230717,0,20145496170,1,2,OFICINA DE COMEDORES Y RESIDENCIAS,pr4f7n4aB1k6f,PUNO,PUNO,PUNO,210101,20171004,20171009,PUNO-LIMA-PUNO,OFICIO 299-2017-J-OGBU-UNA-PUNO,1200.0,0.0,1200.0,OFICIO 299-2017-J-OGBU-UNA-PUNO
20230717,0,20145496170,1,2,UNIDAD DE SERVICIO SOCIAL,SK6E7O7dw0q4L,PUNO,PUNO,PUNO,210101,20171002,20171007,PUNO-LIMA-PUNO,OFICIO 280-2017-J-OSS-OBU-UNA,950.0,0.0,950.0,OFICIO 280-2017-J-OSS-OBU-UNA
20230717,0,20145496170,1,2,UNIDAD DE SERVICIO SOCIAL,HH4g1v5gg6d0v,PUNO,PUNO,PUNO,210101,20171002,20171007,PUNO-LIMA-PUNO,OFICIO 280-2017-J-OSS-OBU-UNA,950.0,0.0,950.0,OFICIO 280-2017-J-OSS-OBU-UNA
20230717,0,20145496170,1,2,UNIDAD DE SERVICIO SOCIAL,JV6W8B9sv6n1K,PUNO,PUNO,PUNO,210101,20171002,20171007,PUNO-LIMA-PUNO,OFICIO 280-2017-J-OSS-OBU-UNA,950.0,0.0,950.0,OFICIO 280-2017-J-OSS-OBU-UNA
20230717,0,20145496170,1,2,UNIDAD DE SERVICIO SOCIAL,Qk1J3Q6dt9k4t,PUNO,PUNO,PUNO,210101,20171002,20171007,PUNO-LIMA-PUNO,OFICIO 280-2017-J-OSS-OBU-UNA,950.0,0.0,950.0,OFICIO 280-2017-J-OSS-OBU-UNA
20230717,9,20145496170,1,2,RECTORADO,jV8B4i5Wj0v9t,PUNO,PUNO,PUNO,210101,20170927,20170929,PUNO-LIMA-PUNO,PLANILLA DE AUTORIZACION VIAJE / AUTORIZA TITULAR ENTIDAD,940.0,0.0,940.0,PLANILLA DE AUTORIZACION VIAJE / AUTORIZA TITULAR ENTIDAD
20230717,0,20145496170,1,2,ESCUELA PROF. DE ING. QUIMICA,IM8Y9M0KU3B1f,PUNO,PUNO,PUNO,210101,20170919,20170923,PUNO-AREQUIPA-PUNO,R. DECANATO 185-2017-D-FIQ-UNA-PUNO,600.0,0.0,600.0,R. DECANATO 185-2017-D-FIQ-UNA-PUNO
20230717,0,20145496170,1,2,ESCUELA PROF. DE ING. QUIMICA,Zi8X1Y4ES0X1r,PUNO,PUNO,PUNO,210101,20170919,20170923,PUNO-AREQUIPA-PUNO,R. DECANATO 188-2017-D-FIQ-UNA-PUNO,600.0,0.0,600.0,R. DECANATO 188-2017-D-FIQ-UNA-PUNO
20230717,0,20145496170,1,2,ESCUELA PROF. DE ING. QUIMICA,se3j9P1Eo8z5k,PUNO,PUNO,PUNO,210101,20170919,20170923,PUNO-AREQUIPA-PUNO,R. DECANATO 180-2017-D-FIQ-UNA-PUNO,600.0,0.0,600.0,R. DECANATO 180-2017-D-FIQ-UNA-PUNO
20230717,0,20145496170,1,2,ESCUELA PROF. INGENIERIA CIVIL,li8g3o9TP6x9N,PUNO,PUNO,PUNO,210101,20170818,20170909,PUNO-CUSCO-PUNO,R. DECANAL 461-2017-D-FICA-UNA-PUNO,1000.0,0.0,1000.0,R. DECANAL 461-2017-D-FICA-UNA-PUNO
20230717,0,20145496170,1,2,ESCUELA PROF. DE ING. QUIMICA,Kh2K0g6og6L1p,PUNO,PUNO,PUNO,210101,20170919,20170923,PUNO-AREQUIPA-PUNO,R. DECANATO 190-2017-D-FIQ-UNA-PUNO,600.0,0.0,600.0,R. DECANATO 190-2017-D-FIQ-UNA-PUNO
20230717,0,20145496170,1,2,ESCUELA PROF. DE ING. QUIMICA,kP0X8O6Xn5Y5X,PUNO,PUNO,PUNO,210101,20170919,20170923,PUNO-AREQUIPA-PUNO,R. DECANATO 182-2017-D-FIQ-UNA-PUNO,600.0,0.0,600.0,R. DECANATO 182-2017-D-FIQ-UNA-PUNO
20230717,0,20145496170,1,2,ESCUELA PROF. DE ING. QUIMICA,AE6R3a2jz5f6o,PUNO,PUNO,PUNO,210101,20170919,20170923,PUNO-AREQUIPA-PUNO,R. DECANATO 184-2017-D-FIQ-UNA-PUNO,600.0,0.0,600.0,R. DECANATO 184-2017-D-FIQ-UNA-PUNO
20230717,9,20145496170,1,2,MAESTRIA EN GEOTECNIA Y GEOMECANICA MINERA,DI6Q8j6hK8z5U,PUNO,PUNO,PUNO,210101,20170918,20170923,PUNO-AREQUIPA-PUNO,R. DECANATO 151-2017-D-FIM-UNA-PUNO,1400.0,0.0,1400.0,R. DECANATO 151-2017-D-FIM-UNA-PUNO
20230717,0,20145496170,1,2,ESCUELA PROF. DE ING. QUIMICA,Ml1m9g6ev2b1m,PUNO,PUNO,PUNO,210101,20170919,20170923,PUNO-AREQUIPA-PUNO,R. DECANATO 181-2017-D-FIQ-UNA-PUNO,600.0,0.0,600.0,R. DECANATO 181-2017-D-FIQ-UNA-PUNO
20230717,0,20145496170,1,2,ESCUELA PROF. DE ING. QUIMICA,yf6m7z9sX4U4H,PUNO,PUNO,PUNO,210101,20170919,20170923,PUNO-AREQUIPA-PUNO,R. DECANATO 189-2017-D-FIQ-UNA-PUNO,600.0,0.0,600.0,R. DECANATO 189-2017-D-FIQ-UNA-PUNO
20230717,0,20145496170,1,2,ESCUELA PROF. TURISMO,LB1l6D5jz2M6s,PUNO,PUNO,PUNO,210101,20170925,20170929,PUNO-LIMA-PUNO,R. DECANAL 511-2017-D-FCS-UNA,1500.0,0.0,1500.0,R. DECANAL 511-2017-D-FCS-UNA
20230717,9,20145496170,1,2,ESCUELA PROF. DE ING. DE MINA,mZ9r5O1WK5g6j,PUNO,PUNO,PUNO,210101,20170917,20170924,PUNO-AREQUIPA-PUNO,R.DECANATO 161-2017-D-FIM-UNA-PUNO,1400.0,0.0,1400.0,R.DECANATO 161-2017-D-FIM-UNA-PUNO
